CPU: Intel Sandy Bridge microarchitecture, speed 2493.76 MHz (estimated)
Counted CPU_CLK_UNHALTED events (Clock cycles when not halted) with a unit mask of 0x00 (No unit mask) count 100000
Counted mem_load_uops_misc_retired events (Memory load uops retired) with a unit mask of 0x02 (No unit mask) count 100000
Counted LLC_MISSES events (Last level cache demand requests from this core that missed the LLC) with a unit mask of 0x41 (No unit mask) count 100000
samples  %        samples  %        samples  %        image name               symbol name
69        0.0038  3         0.0036  0              0  libjvm.so                SharedRuntime::java_calling_convention(BasicType const*, VMRegPair*, int, int)
69        0.0038  4         0.0048  0              0  libjvm.so                SubNode::Value(PhaseTransform*) const
69        0.0038  3         0.0036  1         0.0023  libjvm.so                TypeTuple::hash() const
69        0.0038  4         0.0048  2         0.0046  libjvm.so                frame::is_deoptimized_frame() const
69        0.0038  6         0.0072  2         0.0046  vmlinux                  remove_vm_area
68        0.0038  6         0.0072  2         0.0046  libjvm.so                NodeHash::hash_delete(Node const*)
68        0.0038  1         0.0012  1         0.0023  libjvm.so                PhaseTransform::find_long_type(Node*)
68        0.0038  1         0.0012  1         0.0023  libjvm.so                TypeOopPtr::make_from_klass_common(ciKlass*, bool, bool)
68        0.0038  4         0.0048  0              0  libjvm.so                VectorSet::operator<<=(unsigned int)
68        0.0038  1         0.0012  0              0  libjvm.so                ciEnv::comp_level()
68        0.0038  2         0.0024  4         0.0093  libjvm.so                ciTypeFlow::Block::compute_exceptions()
67        0.0037  1         0.0012  0              0  libjvm.so                Assembler::movq(Address, RegisterImpl*)
67        0.0037  20        0.0240  68        0.1574  libjvm.so                ContiguousSpace::allocate_aligned(unsigned long)
67        0.0037  4         0.0048  2         0.0046  libjvm.so                Matcher::ReduceOper(State*, int, Node*&, MachNode*)
67        0.0037  5         0.0060  0              0  libjvm.so                RegionNode::Opcode() const
67        0.0037  8         0.0096  1         0.0023  libjvm.so                RegionNode::pinned() const
66        0.0036  2         0.0024  0              0  libjvm.so                CallStaticJavaNode::Opcode() const
66        0.0036  2         0.0024  0              0  libjvm.so                ConnectionGraph::find_non_escaped_objects(GrowableArray<PointsToNode*>&, GrowableArray<JavaObjectNode*>&)
66        0.0036  0              0  1         0.0023  libjvm.so                ConstantPool::klass_at_if_loaded(constantPoolHandle, int)
66        0.0036  16        0.0192  49        0.1134  libjvm.so                InstanceKlass::vtable_length() const
66        0.0036  2         0.0024  1         0.0023  libjvm.so                ObjectSynchronizer::deflate_idle_monitors()
66        0.0036  4         0.0048  0              0  libjvm.so                PhaseChaitin::new_lrg(Node const*, unsigned int)
66        0.0036  5         0.0060  2         0.0046  libjvm.so                TypeAryPtr::hash() const
66        0.0036  3         0.0036  0              0  vmlinux                  ftrace_profile_disable_module_request
66        0.0036  7         0.0084  3         0.0069  vmlinux                  init_enter__mknodat
66        0.0036  4         0.0048  1         0.0023  vmlinux                  sys_sched_yield
65        0.0036  1         0.0012  1         0.0023  libc-2.12.so             memmove
65        0.0036  3         0.0036  0              0  libjvm.so                Assembler::pusha()
65        0.0036  2         0.0024  0              0  libjvm.so                Block::succ_prob(unsigned int)
65        0.0036  0              0  0              0  libjvm.so                Dependencies::initialize(ciEnv*)
65        0.0036  2         0.0024  1         0.0023  libjvm.so                LinkResolver::runtime_resolve_virtual_method(CallInfo&, methodHandle, KlassHandle, Handle, KlassHandle, bool, Thread*)
65        0.0036  3         0.0036  2         0.0046  libjvm.so                MachNode::alignment_required() const
65        0.0036  4         0.0048  1         0.0023  libjvm.so                Node::del_req(unsigned int)
65        0.0036  3         0.0036  3         0.0069  libjvm.so                State::_sub_Op_ConI(Node const*)
65        0.0036  4         0.0048  2         0.0046  libjvm.so                ciEnv::get_field_by_index(ciInstanceKlass*, int)
65        0.0036  1         0.0012  0              0  libzip.so                inflate_fast
64        0.0035  2         0.0024  1         0.0023  libjvm.so                BoolNode::Value(PhaseTransform*) const
64        0.0035  6         0.0072  0              0  libjvm.so                Unique_Node_List::remove_useless_nodes(VectorSet&)
64        0.0035  6         0.0072  0              0  vmlinux                  sys_fchown16
63        0.0035  1         0.0012  0              0  libjvm.so                BlockBegin::BlockBegin(int)
63        0.0035  2         0.0024  0              0  libjvm.so                CompileBroker::invoke_compiler_on_method(CompileTask*)
63        0.0035  3         0.0036  2         0.0046  libjvm.so                GraphKit::clone_map()
63        0.0035  0              0  1         0.0023  libjvm.so                Interval::Interval(int)
63        0.0035  0              0  1         0.0023  libjvm.so                LIR_OpVisitState::do_output(LIR_OprDesc*&)
63        0.0035  5         0.0060  1         0.0023  libjvm.so                ReplacedNodes::clone()
63        0.0035  0              0  2         0.0046  libjvm.so                ciMethod::method_data()
63        0.0035  2         0.0024  0              0  vmlinux                  pcie_aspm_init_link_state
62        0.0034  2         0.0024  1         0.0023  libjvm.so                MachSpillCopyNode::bottom_type() const
62        0.0034  5         0.0060  2         0.0046  libjvm.so                PhaseGVN::transform(Node*)
62        0.0034  2         0.0024  1         0.0023  libjvm.so                SystemDictionary::check_signature_loaders(Symbol*, Handle, Handle, bool, Thread*)
62        0.0034  4         0.0048  0              0  libjvm.so                ciEnv::get_method_by_index(constantPoolHandle, int, Bytecodes::Code, ciInstanceKlass*)
62        0.0034  3         0.0036  2         0.0046  libjvm.so                ciInstanceKlass::is_instance_klass() const
62        0.0034  0              0  0              0  vmlinux                  init_exit__set_robust_list
61        0.0034  3         0.0036  1         0.0023  libjvm.so                LinearScan::eliminate_spill_moves()
61        0.0034  4         0.0048  2         0.0046  libjvm.so                TypeLong::xmeet(Type const*) const
60        0.0033  4         0.0048  1         0.0023  libjvm.so                AddPNode::Ideal_base_and_offset(Node*, PhaseTransform*, long&)
60        0.0033  3         0.0036  1         0.0023  libjvm.so                GrowableArray<PointsToNode*>::append(PointsToNode* const&)
60        0.0033  2         0.0024  1         0.0023  libjvm.so                LIR_Assembler::record_non_safepoint_debug_info()
60        0.0033  3         0.0036  3         0.0069  libjvm.so                Matcher::init_first_stack_mask()
60        0.0033  1         0.0012  3         0.0069  libjvm.so                MergeMemNode::set_memory_at(unsigned int, Node*)
60        0.0033  2         0.0024  2         0.0046  libjvm.so                ResourceObj::operator new(unsigned long)
60        0.0033  1         0.0012  1         0.0023  libjvm.so                Symbol::as_C_string() const
60        0.0033  3         0.0036  2         0.0046  libjvm.so                TypeAryPtr::xmeet_helper(Type const*) const
60        0.0033  1         0.0012  0              0  libjvm.so                ciTypeFlow::build_loop_tree(ciTypeFlow::Block*)
59        0.0033  5         0.0060  1         0.0023  libjvm.so                CmpPNode::Opcode() const
59        0.0033  4         0.0048  1         0.0023  libjvm.so                Compile::FillExceptionTables(unsigned int, unsigned int*, unsigned int*, Label*)
59        0.0033  0              0  2         0.0046  libjvm.so                ConNode::ConNode(Type const*)
59        0.0033  1         0.0012  0              0  libjvm.so                GraphKit::stopped()
59        0.0033  4         0.0048  1         0.0023  libjvm.so                JVMState::is_monitor_use(unsigned int) const
59        0.0033  2         0.0024  2         0.0046  libjvm.so                LinearScanWalker::alloc_locked_reg(Interval*)
59        0.0033  5         0.0060  1         0.0023  libjvm.so                LoadNode::Ideal(PhaseGVN*, bool)
59        0.0033  3         0.0036  0              0  libjvm.so                MachProjNode::ideal_reg() const
59        0.0033  1         0.0012  1         0.0023  libjvm.so                MachSafePointNode::jvms() const
59        0.0033  5         0.0060  3         0.0069  libjvm.so                Node::needs_anti_dependence_check() const
59        0.0033  6         0.0072  2         0.0046  libjvm.so                ciInstanceKlass::compute_nonstatic_fields_impl(GrowableArray<ciField*>*)
59        0.0033  6         0.0072  2         0.0046  libjvm.so                ciInstanceKlass::is_interface()
59        0.0033  2         0.0024  0              0  libjvm.so                java_lang_ClassLoader::non_reflection_class_loader(oopDesc*)
59        0.0033  0              0  0              0  libzip.so                inflate
59        0.0033  3         0.0036  0              0  vmlinux                  fib4_rule_compare
59        0.0033  4         0.0048  3         0.0069  vmlinux                  init_enter__syncfs
59        0.0033  1         0.0012  0              0  vmlinux                  sys_flock
58        0.0032  4         0.0048  1         0.0023  libjvm.so                CardTableModRefBS::dirty_MemRegion(MemRegion)
58        0.0032  5         0.0060  2         0.0046  libjvm.so                ConLNode::Opcode() const
58        0.0032  2         0.0024  1         0.0023  libjvm.so                IfNode::up_one_dom(Node*, bool)
58        0.0032  1         0.0012  2         0.0046  libjvm.so                LoaderConstraintTable::add_entry(Symbol*, Klass*, Handle, Klass*, Handle)
58        0.0032  3         0.0036  1         0.0023  libjvm.so                TypeOopPtr::speculative() const
58        0.0032  0              0  2         0.0046  libjvm.so                TypeTuple::eq(Type const*) const
58        0.0032  5         0.0060  0              0  libjvm.so                acl_CopyRight
58        0.0032  2         0.0024  0              0  libjvm.so                ciConstantPoolCache::get(int)
58        0.0032  3         0.0036  0              0  libjvm.so                ciConstantPoolCache::insert(int, void*)
58        0.0032  4         0.0048  1         0.0023  libjvm.so                ciInstanceKlass::loader()
58        0.0032  2         0.0024  2         0.0046  libjvm.so                ciMethod::should_not_inline()
58        0.0032  2         0.0024  2         0.0046  libjvm.so                decodeHeapOop_not_nullNode::rule() const
58        0.0032  1         0.0012  1         0.0023  libjvm.so                frame::oopmapreg_to_location(VMRegImpl*, RegisterMap const*) const
